1.0 1.0 0.005602693557739258
1.0 2.0 0.007870101928710937
1.0 3.0 0.005071043968200684
1.0 4.0 0.005716109275817871
1.0 5.0 0.005951213836669922
1.0 6.0 0.005344653129577636
1.0 7.0 0.00686647891998291
1.0 8.0 0.007357072830200195
1.0 9.0 0.005475068092346191
1.0 10.0 0.004854893684387207
1.0 11.0 0.009484267234802246
1.0 12.0 0.005996322631835938
1.0 13.0 0.00812840461730957
1.0 14.0 0.00683298110961914
1.0 15.0 0.007463979721069336
1.0 16.0 0.00845348834991455
1.0 17.0 0.011630058288574219
1.0 18.0 0.009642529487609863
1.0 19.0 0.004728627204895019
2.0 1.0 0.0347785234451294
2.0 2.0 0.0401494026184082
2.0 3.0 0.04443848133087158
2.0 4.0 0.0446814775466919
2.0 5.0 0.04889240264892578
2.0 6.0 0.024059629440307616
2.0 7.0 0.03340146541595459
2.0 8.0 0.04126186370849609
2.0 9.0 0.03099868297576904
2.0 10.0 0.02893044948577881
2.0 11.0 0.04443962574005127
2.0 12.0 0.028489565849304198
2.0 13.0 0.03451673984527588
2.0 14.0 0.03136751651763916
2.0 15.0 0.028380465507507325
2.0 16.0 0.0389803409576416
2.0 17.0 0.03240525722503662
2.0 18.0 0.03061840534210205
2.0 19.0 0.03161225318908691
3.0 1.0 0.13306941986083984
3.0 2.0 0.12760090827941895
3.0 3.0 0.1284400224685669
3.0 4.0 0.12722492218017578
3.0 5.0 0.11141748428344726
3.0 6.0 0.11480340957641602
3.0 7.0 0.11724321842193604
3.0 8.0 0.11173186302185059
3.0 9.0 0.10228633880615234
3.0 10.0 0.09441924095153809
3.0 11.0 0.09772419929504395
3.0 12.0 0.07213950157165527
3.0 13.0 0.0932455062866211
3.0 14.0 0.09084079265594483
3.0 15.0 0.08393428325653077
3.0 16.0 0.08257801532745361
3.0 17.0 0.10375697612762451
3.0 18.0 0.09459438323974609
3.0 19.0 0.08247246742248535
4.0 1.0 0.2667020082473755
4.0 2.0 0.3179605484008789
4.0 3.0 0.25826880931854246
4.0 4.0 0.2258007049560547
4.0 5.0 0.27055480480194094
4.0 6.0 0.24162295129564074
4.0 7.0 0.24415152072906493
4.0 8.0 0.24104771614074708
4.0 9.0 0.20412371158599854
4.0 10.0 0.23925457000732422
4.0 11.0 0.22323253154754638
4.0 12.0 0.21434004306793214
4.0 13.0 0.22022831439971924
4.0 14.0 0.19861268997192383
4.0 15.0 0.2036072015762329
4.0 16.0 0.21658799648284913
4.0 17.0 0.19319839477539064
4.0 18.0 0.1915670871734619
4.0 19.0 0.2209383487701416
5.0 1.0 0.4246070384979248
5.0 2.0 0.475756311416626
5.0 3.0 0.43344826698303224
5.0 4.0 0.573745584487915
5.0 5.0 0.5923522710800171
5.0 6.0 0.46243038177490237
5.0 7.0 0.4752086877822876
5.0 8.0 0.5261290338304307
5.0 9.0 0.3756942987442017
5.0 10.0 0.48606858253479
5.0 11.0 0.41899287700653076
5.0 12.0 0.3986325740814209
5.0 13.0 0.37250590324401855
5.0 14.0 0.3913205623626709
5.0 15.0 0.36476098166571724
5.0 16.0 0.3428398370742798
5.0 17.0 0.4301705598831177
5.0 18.0 0.4046519994735718
5.0 19.0 0.4072959661483765
